City,Locality / Area,Property Type,Bedrooms,Rent Price,Furnishing Status,Size,Amenities,Project/Owner Name,Contact / Listing Link,Additional Notes
Vadodara,Tarsali,Independent House,1 BHK,7000,Un-furnished,1000 sq.ft,"Parking, Water Supply",HARISH Gore,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,25000,Semi furnished,1050 sq.ft,"Lift, Parking, Garden, Water Supply",Chirag Priyadarshi,N/A,N/A
Vadodara,Manjalpur,Flat,2 BHK,21000,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gas Pipeline",AARAMBH PROPERTIES,N/A,N/A
Vadodara,Saiyed Vasna,Flat,3 BHK,16500,Un-furnished,1800 sq.ft,"Lift, Parking, Power Backup, Gated Community",Vadodara Realty OPC Pvt Ltd,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,20000,Fully furnished,1200 sq.ft,"Lift, Parking, Gated Community, Water Supply",CITYSCOPE,N/A,N/A
Vadodara,Race Course,Flat,3 BHK,60000,Fully furnished,1595 sq.ft,"Parking, Power Backup, Pet Allowed, Water Supply",Capital Crafters India,N/A,N/A
Vadodara,Bhayli,Flat,1 BHK,15000,Fully furnished,600 sq.ft,Parking,Bhoomi Realty,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,21000,Semi furnished,1350 sq.ft,"Gym, Lift, Parking, Garden",Sevak Properties,N/A,N/A
Vadodara,Diwalipura,Flat,3 BHK,52000,Fully furnished,1300 sq.ft,Parking,DREAM HOME PROPERTY 🏠,N/A,N/A
Vadodara,Fatehgunj,Flat,3 BHK,28000,Fully furnished,1800 sq.ft,"Lift, Parking, Gas Pipeline",Tridev Real Estate,N/A,N/A
Vadodara,Akota,Flat,2 BHK,13000,Semi furnished,1100 sq.ft,"Lift, Parking, Water Supply",Shree Pramukh Estate,N/A,N/A
Vadodara,Kalali,Flat,3 BHK,32000,Fully furnished,1400 sq.ft,"Pool, Gym, Lift, Parking",Shriji Estate,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,17000,Fully furnished,1250 sq.ft,Parking,Priyansh Realty,N/A,N/A
Vadodara,Harni,Flat,3 BHK,18000,Semi furnished,1560 sq.ft,"24x7 Security, ATM, Close to Airport, Close to Bus Stop",Krishna Property Estate Agency,N/A,N/A
Vadodara,Old Padra Road,Flat,2 BHK,18000,Fully furnished,742 sq.ft,"Lift, Parking, Power Backup, Gated Community",A Realty,N/A,N/A
Vadodara,Sama Savli,Flat,3 BHK,20000,Semi furnished,1500 sq.ft,Parking,Shree Parth Property Consultancy,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,23000,Fully furnished,1285 sq.ft,Parking,Vadodara Vista Realty,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,18000,Semi furnished,1800 sq.ft,"Lift, Parking, Garden, Sports Facility",Akshar Real Estate,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,17500,Semi furnished,1800 sq.ft,"24x7 Security, Children Play Area, Close to Grocery Stores, Close to Mall",Arun Gupta,N/A,N/A
Vadodara,Sama Savli,Flat,3 BHK,16000,Semi furnished,1600 sq.ft,Parking,SHIVAM REALITY,N/A,N/A
Vadodara,Haripura,Penthouse,2 BHK,16000,Semi furnished,1135 sq.ft,"Lift, Parking, Water Supply",Prisha Real Estate Solutions,N/A,N/A
Vadodara,Harni,Flat,3 BHK,20000,Semi furnished,1050 sq.ft,"Gym, Lift, Parking, Power Backup",Meera Real Estate,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,35000,Fully furnished,1300 sq.ft,"24x7 Security, Close to Hospital, Close to Mall, Children Play Area",Sindha Property Consultant,N/A,N/A
Vadodara,Akota,Flat,2 BHK,10000,Semi furnished,800 sq.ft,"Internet/Wi-Fi, Business Center",PRAMUKH ESTATE AGENCY,N/A,N/A
Vadodara,Diwalipura,Flat,2 BHK,35000,Fully furnished,1599 sq.ft,"Lift, Parking, Power Backup, Garden",Rashee Realty,N/A,N/A
Vadodara,Harni,Flat,3 BHK,15000,Semi furnished,1200 sq.ft,"Lift, Parking, Garden, Kids Area",Vishisht Real Estate,N/A,N/A
Vadodara,Saiyed Vasna,Flat,2 BHK,16500,Semi furnished,900 sq.ft,"Lift, Parking, Gas Pipeline",Property Raja,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,15000,Semi furnished,1000 sq.ft,"Lift, Parking, Kids Area",Hanuram Real Estate,N/A,N/A
Vadodara,Undera,Flat,2.5 BHK,20000,Semi furnished,1400 sq.ft,"Pool, Gym, Lift, Parking",URMI PROPERTY,N/A,N/A
Vadodara,Sama Savli,Independent House,2 BHK,15000,Fully furnished,1300 sq.ft,"Parking, Pet Allowed, Water Supply, Gas Pipeline",Diptesh Mehta,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,18000,Semi furnished,1200 sq.ft,"24x7 Security, Gated Community, Close to Hospital, Close to Mall",Shivaay Realty World,N/A,N/A
Vadodara,New Gotri,Flat,3 BHK,20000,Fully furnished,1200 sq.ft,"Gym, Lift, Parking, Power Backup",Pawan,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,14000,Semi furnished,1400 sq.ft,"Gym, Lift, Parking, Power Backup",Kanu Parmar,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,50000,Fully furnished,2200 sq.ft,"24x7 Security, Fire Fighting Systems",Apex Real Estate,N/A,N/A
Vadodara,Vemali,Penthouse,3 BHK,30000,Semi furnished,2000 sq.ft,"Lift, Parking, Power Backup, Garden",Sridha,N/A,N/A
Vadodara,Harni,Villa,4 BHK,40000,Fully furnished,2500 sq.ft,"Business Center, Ceramic Tiles, Close to Bus Stop, Close to Grocery Stores",Jadav Properties,N/A,N/A
Vadodara,Chhani Jakat Naka,Flat,2 BHK,21000,Semi furnished,1321 sq.ft,"Pool, Gym, Lift, Parking",Jatinbhai,N/A,N/A
Vadodara,Gotri,Independent House,3 BHK,21000,Semi furnished,1500 sq.ft,"24x7 Security, Children Play Area, Close to Mall, Close to Hospital",BARODA PROPERTIES,N/A,N/A
Vadodara,Gotri,Independent House,2.5 BHK,35000,Fully furnished,1750 sq.ft,"Close to Jain Temple, Close to Hospital, Close to Grocery Stores, Close to Bus Stop",BARODA PROPERTIES,N/A,N/A
Vadodara,Manjalpur,Flat,1 BHK,17000,Fully furnished,1000 sq.ft,"Lift, Parking, Gas Pipeline",AARAMBH PROPERTIES,N/A,N/A
Vadodara,Bhayli,Penthouse,4 BHK,28000,Semi furnished,3000 sq.ft,"Barbecue Area, Children Play Area, Community Hall, Swimming Pool",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,13250,Semi furnished,1050 sq.ft,"Lift, Gated Community, Landscaped Garden, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Vasna,Flat,3 BHK,18000,Semi furnished,1500 sq.ft,"Gym, Lift, Parking, Power Backup",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Akota,Duplex,2 BHK,16000,Semi furnished,1100 sq.ft,"Parking, Gated Community",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gorwa,Flat,2 BHK,24000,Fully furnished,1000 sq.ft,"Lift, Parking, Power Backup, Gated Community",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,45000,Fully furnished,1853 sq.ft,"24x7 Security, Swimming Pool, Gymnasium, Yoga Room",BARODA PROPERTIES,N/A,N/A
Vadodara,Atladara,Duplex,3 BHK,15000,Semi furnished,1650 sq.ft,"Parking, Water Supply",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Sama Savli,Flat,4 BHK,30000,Semi furnished,1850 sq.ft,"Pool, Gym, Lift, Parking",Prime Properties,N/A,N/A
Vadodara,Atladara,Flat,3 BHK,15000,Semi furnished,1650 sq.ft,"Parking, Power Backup, Garden, Kids Area",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,30000,Fully furnished,1200 sq.ft,"Gym, Lift, Parking, Garden",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,15000,Fully furnished,900 sq.ft,"Lift, Parking, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Vasna,Flat,3 BHK,18000,Semi furnished,1000 sq.ft,"Lift, Gated Community, Landscaped Garden, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,New Karelibaug,Flat,2 BHK,13500,Semi furnished,1200 sq.ft,"Gym, Lift, Parking, Power Backup",Prime Properties,N/A,N/A
Vadodara,Gotri,Independent House,3 BHK,28500,Fully furnished,2000 sq.ft,"Close to Hospital, Close to Mall, Close to Pubs & Restaurants, Close to Movie Theatres",BARODA PROPERTIES,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,25000,Fully furnished,1150 sq.ft,"Gym, Lift, Parking, Garden",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Duplex,3 BHK,25000,Semi furnished,2200 sq.ft,"24x7 Security, Badminton Court, Children Play Area, Community Hall",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Atladara,Flat,3 BHK,12500,Un-furnished,1150 sq.ft,"Lift, Parking, Power Backup, Garden",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Vasna,Flat,3 BHK,15000,Semi furnished,1100 sq.ft,"Lift, Parking, Power Backup, Garden",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,21000,Semi furnished,1100 sq.ft,"Lift, Gated Community, Landscaped Garden, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Sevasi,Flat,3 BHK,30000,Fully furnished,1150 sq.ft,"Gym, Lift, Parking, Garden",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Gotri,Flat,4 BHK,22000,Semi furnished,2500 sq.ft,"Close to Mall, Close to Movie Theatres, Close to Hospital, Close to Bus Stop",BARODA PROPERTIES,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,15500,Fully furnished,890 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Gotri,Penthouse,2 BHK,13000,Semi furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,4 BHK,80000,Fully furnished,3000 sq.ft,"24x7 Security, 24 Hours Concierge, Children Play Area, Gated Community",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,21000,Fully furnished,1250 sq.ft,"Gated Community, Lift, Landscaped Garden, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Subhanpura,Flat,1 BHK,12200,Fully furnished,600 sq.ft,"Close to ATM, Close to Grocery Stores, Close to Jain Temple, Close to Hospital",BARODA PROPERTIES,N/A,N/A
Vadodara,Sama Savli,Flat,2 BHK,22000,Fully furnished,1100 sq.ft,"24x7 Security, Close to Airport, Children Play Area, Close to Mall",Mars Property Dealer,N/A,N/A
Vadodara,Alkapuri,Flat,2 BHK,20000,Fully furnished,1250 sq.ft,"Close to Railway Station, Close to Hospital, Close to Mall, Internal Roads",BARODA PROPERTIES,N/A,N/A
Vadodara,Bhayli,Flat,2 BHK,14000,Semi furnished,1200 sq.ft,"24x7 Security, Close to Mall, Close to Pubs & Restaurants, Close to Hospital",Mars Property Dealer,N/A,N/A
Vadodara,Harni,Villa,4 BHK,40000,Fully furnished,3500 sq.ft,"24x7 Security, Close to Airport, Gymnasium, Landscaped Garden",Prime Properties,N/A,N/A
Vadodara,Gotri,Independent House,3 BHK,15000,Semi furnished,1450 sq.ft,"Close to Hospital, Close to Grocery Stores, Close to Jain Temple, Close to Mall",BARODA PROPERTIES,N/A,N/A
Vadodara,New Gotri,Flat,3 BHK,20000,Fully furnished,1150 sq.ft,"Lift, Gated Community, Children Play Area, 24x7 Security",CITYSCOPE,N/A,N/A
Vadodara,Gorwa,Independent House,3 BHK,19000,Semi furnished,1750 sq.ft,"24x7 Security, Closer to Pharmacy, Community Hall, Copper Wiring",BARODA PROPERTIES,N/A,N/A
Vadodara,Akota,Flat,2 BHK,25000,Fully furnished,1050 sq.ft,"24x7 Security, Close to Hospital, Close to Pubs & Restaurants, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,18000,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Sama Savli,Flat,2 BHK,15000,Semi furnished,900 sq.ft,"24x7 Security, Children Play Area, Close to Mall, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Alkapuri,Flat,2 BHK,20000,Fully furnished,1450 sq.ft,"Close to Pubs & Restaurants, Close to Railway Station, Utility Shops, Closer to Pharmacy",BARODA PROPERTIES,N/A,N/A
Vadodara,Gorwa,Flat,2 BHK,23000,Fully furnished,950 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Villa,4 BHK,40000,Fully furnished,2400 sq.ft,"24x7 Security, Children Play Area, 24 Hours Concierge, Community Hall",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,17200,Semi furnished,1750 sq.ft,"24x7 Security, Close to Grocery Stores, Close to Hospital, Close to Mall",BARODA PROPERTIES,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,35000,Fully furnished,1650 sq.ft,"24x7 Security, Swimming Pool, Children Play Area, Gymnasium",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Kalali,Flat,6 BHK,55000,Fully furnished,3250 sq.ft,"Pool, Gym, Lift, Parking",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,20000,Semi furnished,1100 sq.ft,"Lift, Gated Community, Close to Hospital, Close to Grocery Stores",CITYSCOPE,N/A,N/A
Vadodara,Race Course,Flat,3 BHK,40000,Fully furnished,1530 sq.ft,"24x7 Security, Close to Bus Stop, Close to Pubs & Restaurants, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Race Course,Flat,2 BHK,25000,Fully furnished,1060 sq.ft,"24x7 Security, Close to Bus Stop, Close to Pubs & Restaurants, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Vasna,Flat,2 BHK,16500,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,4 BHK,85000,Fully furnished,3080 sq.ft,"24x7 Security, Swimming Pool, Gymnasium, Gated Community",BARODA PROPERTIES,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,21500,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Subhanpura,Duplex,3 BHK,20000,Semi furnished,1300 sq.ft,"Close to Bus Stop, Close to Hospital, Close to Jain Temple, Close to Mall",Mars Property Dealer,N/A,N/A
Vadodara,Sama Savli,Flat,2 BHK,20000,Fully furnished,1000 sq.ft,"Lift, Parking, Kids Area, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,19000,Semi furnished,1400 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Villa,5 BHK,100000,Fully furnished,3300 sq.ft,"24 Hours Concierge, 24x7 Security, Gated Community, School Proximity",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,35000,Fully furnished,1800 sq.ft,"24x7 Security, Gymnasium, Swimming Pool, Children Play Area",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Sevasi,Villa,4 BHK,45000,Semi furnished,2125 sq.ft,"Garden, Gated Community, Water Supply",CITYSCOPE,N/A,N/A
Vadodara,Vasna,Penthouse,4 BHK,45000,Fully furnished,2150 sq.ft,"Gymnasium, 24x7 Security, Children Play Area, Lift",Shivalaya Associate,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,32000,Semi furnished,1560 sq.ft,"Children Play Area, Close to Hospital, Community Hall, Gated Community",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Race Course,Flat,3 BHK,60000,Fully furnished,2800 sq.ft,"Business Center, Close to Railway Station, Close to Pubs & Restaurants, Close to Mall",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Gotri,Independent House,3 BHK,21000,Semi furnished,1500 sq.ft,"24x7 Security, Children Play Area, Close to Mall, Close to Hospital",BARODA PROPERTIES,N/A,N/A
Vadodara,Gotri,Independent House,2.5 BHK,35000,Fully furnished,1750 sq.ft,"Close to Jain Temple, Close to Hospital, Close to Grocery Stores, Close to Bus Stop",BARODA PROPERTIES,N/A,N/A
Vadodara,Manjalpur,Flat,1 BHK,17000,Fully furnished,1000 sq.ft,"Lift, Parking, Gas Pipeline",AARAMBH PROPERTIES,N/A,N/A
Vadodara,Bhayli,Penthouse,4 BHK,28000,Semi furnished,3000 sq.ft,"Barbecue Area, Children Play Area, Community Hall, Swimming Pool",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,13250,Semi furnished,1050 sq.ft,"Lift, Gated Community, Landscaped Garden, 24x7 Security",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Vasna,Flat,3 BHK,18000,Semi furnished,1500 sq.ft,"Gym, Lift, Parking, Power Backup",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Akota,Duplex,2 BHK,16000,Semi furnished,1100 sq.ft,"Parking, Gated Community",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gorwa,Flat,2 BHK,24000,Fully furnished,1000 sq.ft,"Lift, Parking, Power Backup, Gated Community",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Gotri,Flat,3 BHK,45000,Fully furnished,1853 sq.ft,"24x7 Security, Swimming Pool, Gymnasium, Yoga Room",BARODA PROPERTIES,N/A,N/A
Vadodara,Atladara,Duplex,3 BHK,15000,Semi furnished,1650 sq.ft,"Parking, Water Supply",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,Sama Savli,Flat,4 BHK,30000,Semi furnished,1850 sq.ft,"Pool, Gym, Lift, Parking",Prime Properties,N/A,N/A
Vadodara,Atladara,Flat,3 BHK,15000,Semi furnished,1650 sq.ft,"Parking, Power Backup, Garden, Kids Area",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,30000,Fully furnished,1200 sq.ft,"Gym, Lift, Parking, Garden",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,35000,Fully furnished,1650 sq.ft,"24x7 Security, Swimming Pool, Children Play Area, Gymnasium",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
Vadodara,Kalali,Flat,6 BHK,55000,Fully furnished,3250 sq.ft,"Pool, Gym, Lift, Parking",ARIHANT ESTATE HUB,N/A,N/A
Vadodara,New Alkapuri,Flat,3 BHK,20000,Semi furnished,1100 sq.ft,"Lift, Gated Community, Close to Hospital, Close to Grocery Stores",CITYSCOPE,N/A,N/A
Vadodara,Race Course,Flat,3 BHK,40000,Fully furnished,1530 sq.ft,"24x7 Security, Close to Bus Stop, Close to Pubs & Restaurants, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Race Course,Flat,2 BHK,25000,Fully furnished,1060 sq.ft,"24x7 Security, Close to Bus Stop, Close to Pubs & Restaurants, Close to Railway Station",Mars Property Dealer,N/A,N/A
Vadodara,Vasna,Flat,2 BHK,16500,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,4 BHK,85000,Fully furnished,3080 sq.ft,"24x7 Security, Swimming Pool, Gymnasium, Gated Community",BARODA PROPERTIES,N/A,N/A
Vadodara,Gotri,Flat,2 BHK,21500,Fully furnished,1000 sq.ft,"Lift, Parking, Garden, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Subhanpura,Duplex,3 BHK,20000,Semi furnished,1300 sq.ft,"Close to Bus Stop, Close to Hospital, Close to Jain Temple, Close to Mall",Mars Property Dealer,N/A,N/A
Vadodara,Sama Savli,Flat,2 BHK,20000,Fully furnished,1000 sq.ft,"Lift, Parking, Kids Area, Gated Community",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Flat,3 BHK,19000,Semi furnished,1400 sq.ft,"Lift, Parking, Garden, Kids Area",PRAMUKH GLOBAL REALTORS,N/A,N/A
Vadodara,Bhayli,Villa,5 BHK,100000,Fully furnished,3300 sq.ft,"24 Hours Concierge, 24x7 Security, Gated Community, School Proximity",SHREE KASHTBHANJAN DEV Real Estate Consultant,N/A,N/A
